Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","CARD","562.102190","Escherichia coli CNTRL_EPEC45","fig|562.102190.peg.3263","E4499_05025",,"AAC75315.1","Escherichia coli str. K-12 substr. MG1655","arnA","UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,98,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102116","Escherichia coli SMG009F1","fig|562.102116.peg.4503","MRS94_15250",,,,"H-NS","DNA-binding protein H-NS","DNA-binding protein H-NS","regulator modulating expression of antibiotic resistance genes","Penams, Cephamycins, Cephalosporins, Fluoroquinolones Quinolones Quinolines, Macrolides, Tetracyclines","cloxacillin;oxacillin;ciprofloxacin;norfloxacin;erythromycin;tetracycline ","14973023",,,,
"BLAT","Antibiotic Resistance","CARD","562.102186","Escherichia coli CNTRL_EPEC48","fig|562.102186.peg.2397","E4496_03535",,"CDO13981.1","Klebsiella pneumoniae","PhoP","Transcriptional regulatory protein PhoP",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,92,"1e-115"
"BLAT","Antibiotic Resistance","CARD","562.99951","Escherichia coli 633ec82a-7bb9-11e9-a8d3-68b59976a384","fig|562.99951.peg.1045",,,"NP_416340.1","Escherichia coli str. K-12 substr. MG1655","mgrB","PhoP/PhoQ regulator MgrB",,"efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene conferring resistance via absence,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,97,"6e-21"
"BLAT","Antibiotic Resistance","CARD","562.58681","Escherichia coli strain 15F002387","fig|562.58681.peg.4857",,,"AKF16168","Escherichia coli","MCR-1","Lipid A phosphoethanolamine transferase, putative",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99897","Escherichia coli b5ce2f68-7bb9-11e9-a8d3-68b59976a384","fig|562.99897.peg.1942",,,"EFF04178.1","Escherichia coli B185","emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance",,,,99,100,99,"1e-226"
"K-mer Search","Antibiotic Resistance","PATRIC","562.101994","Escherichia coli B204_004","fig|562.101994.peg.3163",,,,,"AcrZ","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump","efflux pump conferring antibiotic resistance","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","ciprofloxacin;tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�","23010927",,,,
"BLAT","Antibiotic Resistance","CARD","562.23077","Escherichia coli O75:H5 strain ECO0714","fig|562.23077.peg.3719",,,"NP_417169.1","Escherichia coli str. K-12 substr. MG1655",,"Multidrug resistance regulator EmrR (MprA)",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"2e-97"
"BLAT","Antibiotic Resistance","CARD","562.36308","Escherichia coli strain HE-MDREc34","fig|562.36308.peg.4358","BFD36_08185",,"BAA11236.1","Escherichia coli","emrK","Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",,"efflux pump conferring antibiotic resistance",,"tetracycline",,100,90,98,"1e-195"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100676","Escherichia coli a0e659a0-7bb8-11e9-a8d3-68b59976a384","fig|562.100676.peg.916",,,,,"MdfA/Cmr","Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","efflux pump conferring antibiotic resistance","Multiple antibiotic resistance, Tetracyclines, Quaternary ammonium compounds","tetracycline;rhodamine;benzalkonium chloride","9079913",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.8600","Escherichia coli strain GN02422","fig|562.8600.peg.802","AWF17_24115",,,,,"Macrolide 2'-phosphotransferase => Mph(A) family",,"antibiotic inactivation enzyme","macrolides","azithromycin;clarithromycin;dirithromycin;erythromycin;oleandomycin;roxithromycin;telithromycin","10960087",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99931","Escherichia coli 6a107eaa-7bb9-11e9-a8d3-68b59976a384","fig|562.99931.peg.1616",,,,,"MacA","Macrolide-specific efflux protein MacA","Macrolide-specific efflux protein MacA","efflux pump conferring antibiotic resistance","Macrolides","erythromycin","11544226",,,,
"BLAT","Antibiotic Resistance","CARD","562.70645","Escherichia coli strain 222B052","fig|562.70645.peg.2846",,,"NP_415434.1","Escherichia coli str. K-12 substr. MG1655","msbA","Lipid A export permease/ATP-binding protein MsbA",,"efflux pump conferring antibiotic resistance",,"ciprofloxacin;metronidazole",,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102312","Escherichia coli JNE130573","fig|562.102312.peg.2793",,,"AAC77033.1","Escherichia coli str. K-12 substr. MG1655","soxR","Redox-sensitive transcriptional activator SoxR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"2e-84"
"BLAT","Antibiotic Resistance","CARD","562.102056","Escherichia coli Map_66_002","fig|562.102056.peg.4274",,,"AAC23556.1","Pseudomonas aeruginosa","APH(6)-Id","Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id",,"aminoglycoside resistance gene,antibiotic inactivation enzyme",,,,100,100,99,"1e-160"
"BLAT","Antibiotic Resistance","CARD","562.13832","Escherichia coli strain 203145","fig|562.13832.peg.2734","AWP84_14140",,"AAC75429.1","Escherichia coli str. K-12 substr. MG1655",,"Hybrid sensory histidine kinase in two-component regulatory system with EvgA",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99939","Escherichia coli 61a9a52a-7bb9-11e9-a8d3-68b59976a384","fig|562.99939.peg.5004",,,"AAF17880.1","Escherichia coli","aadA5","Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)",,"aminoglycoside resistance gene,antibiotic inactivation enzyme",,,,77,100,100,"1e-114"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99961","Escherichia coli 64edea0c-7bb9-11e9-a8d3-68b59976a384","fig|562.99961.peg.3692",,,,,"rho","Transcription termination factor Rho","Transcription termination factor Rho","antibiotic target in susceptible species","Bicyclomycins","bicyclomycin","8466900",,,,
"BLAT","Antibiotic Resistance","CARD","562.102085","Escherichia coli Map_27_002","fig|562.102085.peg.1324",,,"BAA16547.1","Escherichia coli str. K-12 substr. W3110","emrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance",,"nalidixic acid",,100,100,100,"1e-219"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100651","Escherichia coli 9375c6b6-7bb8-11e9-a8d3-68b59976a384","fig|562.100651.peg.3657",,,,,"AcrZ","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump","efflux pump conferring antibiotic resistance","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","ciprofloxacin;tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�","23010927",,,,
"BLAT","Antibiotic Resistance","CARD","562.30989","Escherichia coli strain TUM18778","fig|562.30989.peg.2503",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,36,100,100,"3e-79"
"K-mer Search","Antibiotic Resistance","PATRIC","562.7804","Escherichia coli strain UCD-JA16","fig|562.7804.peg.487",,,,,,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance","aminocoumarin antibiotics","novobiocin","12107134",,,,
"BLAT","Antibiotic Resistance","CARD","562.100654","Escherichia coli 9f2dedbc-7bb8-11e9-a8d3-68b59976a384","fig|562.100654.peg.2573",,,"BAE78084.1","Escherichia coli str. K-12 substr. W3110","mdtN","Inner membrane component MdtN of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-188"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99926","Escherichia coli 5a3bf5ae-7bb9-11e9-a8d3-68b59976a384","fig|562.99926.peg.3634",,,,,"Alr","Alanine racemase (EC 5.1.1.1)","Alanine racemase (EC 5.1.1.1)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","19748470;24303782",,,,
"BLAT","Antibiotic Resistance","CARD","562.102033","Escherichia coli Map_57_009","fig|562.102033.peg.3747",,,"NP_416715.1","Escherichia coli str. K-12 substr. MG1655","YojI","ABC-type siderophore export system, fused ATPase and permease components",,"efflux pump conferring antibiotic resistance",,"microcin J25",,56,100,99,"1e-171"
"K-mer Search","Antibiotic Resistance","PATRIC","562.70621","Escherichia coli strain QU-16","fig|562.70621.peg.5207","JQN31_05635",,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.102081","Escherichia coli Map_123_005","fig|562.102081.peg.2521",,,"EFF04178.1","Escherichia coli B185","emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance",,,,99,100,99,"1e-225"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102213","Escherichia coli IBD_EPEC23","fig|562.102213.peg.1400","E4523_00825",,,,"AcrAB-TolC","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","efflux pump conferring antibiotic resistance","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","ciprofloxacin;tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�","7651136",,,,
"BLAT","Antibiotic Resistance","CARD","562.101961","Escherichia coli Eco-20","fig|562.101961.peg.3946","MKK42_20860",,"NP_312937.1","Escherichia coli O157:H7 str. Sakai","rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"antibiotic resistant gene variant or mutant,rifampin resistance gene",,,,100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.7325","Escherichia coli strain 273_ECOL","fig|562.7325.peg.158",,,,,,"Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"protein altering cell wall charge conferring antibiotic resistance","polymixins","polymyxin b;polymyxin","17362200;23810904;15205413",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102229","Escherichia coli IBD_EPEC5","fig|562.102229.peg.149","E4544_17185",,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"BLAT","Antibiotic Resistance","CARD","562.99929","Escherichia coli 690b387e-7bb9-11e9-a8d3-68b59976a384","fig|562.99929.peg.3773",,,"NP_309766.1","Escherichia coli O157:H7 str. Sakai","H-NS","DNA-binding protein H-NS",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-70"
"BLAT","Antibiotic Resistance","CARD","562.99891","Escherichia coli b30c87fc-7bb9-11e9-a8d3-68b59976a384","fig|562.99891.peg.3968",,,"NP_417969.1","Escherichia coli str. K-12 substr. MG1655","gadE","Transcriptional activator GadE",,"antibiotic resistance gene cluster, cassette, or operon,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"8e-96"
"K-mer Search","Antibiotic Resistance","PATRIC","562.101972","Escherichia coli SMG002F9","fig|562.101972.peg.3798","ML382_06375",,,,"TolC/OpmH","Outer membrane channel TolC (OpmH)","Outer membrane channel TolC (OpmH)","efflux pump conferring antibiotic resistance","Penams, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics, Aminocoumarin antibiotics, Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan, Macrolides, Glycylcyclines",,"6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102233","Escherichia coli IBD_EPEC1","fig|562.102233.peg.5105","E4552_07855",,,,"EmrD","Multidrug efflux pump EmrD (of MFS type)","Multidrug efflux pump EmrD (of MFS type)","efflux pump conferring antibiotic resistance","Macrolides, Aminoglycosides, Nitrofurans, Penams","azithromycin;gentamicin;nitrofurantoin;oxacillin;spiramycin","8987357;16675700",,,,
"BLAT","Antibiotic Resistance","CARD","562.99779","Escherichia coli d0cea686-7bb8-11e9-a8d3-68b59976a384","fig|562.99779.peg.1603",,,"AAC74603.2","Escherichia coli str. K-12 substr. MG1655","marR","Multiple antibiotic resistance protein MarR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,98,"1e-76"
"K-mer Search","Antibiotic Resistance","PATRIC","562.17735","Escherichia coli strain FORC_043","fig|562.17735.peg.491","FORC43_0494",,,,,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance","fluoroquinolones quinolones quinolines,cephalosporins,penams,cephamycins","ciprofloxacin ","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100683","Escherichia coli 95ea5678-7bb8-11e9-a8d3-68b59976a384","fig|562.100683.peg.3100",,,,,"EmrD","Multidrug efflux pump EmrD (of MFS type)","Multidrug efflux pump EmrD (of MFS type)","efflux pump conferring antibiotic resistance","Macrolides, Aminoglycosides, Nitrofurans, Penams","azithromycin;gentamicin;nitrofurantoin;oxacillin;spiramycin","8987357;16675700",,,,
"BLAT","Antibiotic Resistance","CARD","562.102011","Escherichia coli Map_45_003","fig|562.102011.peg.4331",,,"BAE77781.1","Escherichia coli str. K-12 substr. W3110","mdtE","Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE",,"antibiotic resistance gene cluster, cassette, or operon,efflux pump conferring antibiotic resistance",,"erythromycin;cloxacillin;oxacillin;norfloxacin",,100,99,98,"1e-213"
"BLAT","Antibiotic Resistance","CARD","562.34184","Escherichia coli strain NCTC13352","fig|562.34184.peg.2111","NCTC13352_02092",,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,65,98,100,"1e-149"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102018","Escherichia coli Map_30_004","fig|562.102018.peg.2041",,,,,"AcrEF-TolC ","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Cephalosporins, Penams, Cephamycins","ciprofloxacin ","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.55052","Escherichia coli strain CQwz87","fig|562.55052.peg.3098",,,,,"MarR","Multiple antibiotic resistance protein MarR","Multiple antibiotic resistance protein MarR","antibiotic resistance gene cluster,cassette,or operon","Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics,  Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","7768850;8282690;8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100647","Escherichia coli 9e935568-7bb8-11e9-a8d3-68b59976a384","fig|562.100647.peg.5021",,,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"BLAT","Antibiotic Resistance","CARD","562.102064","Escherichia coli Map_53_007","fig|562.102064.peg.5168",,,"BAE78083.1","Escherichia coli str. K-12 substr. W3110","mdtO","Membrane fusion component MdtO of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102083","Escherichia coli Map_119_011","fig|562.102083.peg.1884",,,"ANK04027.1","Escherichia coli O25b:H4","gadW","Transcriptional regulator GadW, AraC family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,94,"1e-130"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102232","Escherichia coli IBD_EPEC3","fig|562.102232.peg.1719","E4553_01245",,,,"MdtABC-TolC","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","efflux pump conferring antibiotic resistance","Aminocoumarin antibiotics","novobiocin","12107134",,,,
"BLAT","Antibiotic Resistance","CARD","562.31355","Escherichia coli strain VRES0585","fig|562.31355.peg.1979","SAMEA3753161_03868",,"NP_418486.1","Escherichia coli str. K-12 substr. MG1655","soxS","DNA-binding transcriptional dual regulator SoxS",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux,gene modulating permeability to antibiotic",,,,100,100,100,"1e-56"
